id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date,cSecValReal,Holding
1066,وملل,اعتباری ملل,2.46E+16,303,IRO3ASKZ0001,IRO3ASKZ0003,بانكها و موسسات اعتباري,57,2023-08-31T05:42:30.562Z,57,0
1070,کازرو,پتروشیمی کازرون,1.68E+16,309,IRO7PKZP0001,IRO7PKZP0005,محصولات شيميايي,44,2023-08-31T05:42:30.824Z,44,0
1072,شپاس,نفت پاسارگاد,3.52E+16,303,IRO3NPSZ0001,IRO3NPSZ0003,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:30.949Z,23,0
1074,ختور,رادیاتور ایران‌,5.02E+16,300,IRO1RADI0001,IRO1RADI0006,خودرو و ساخت قطعات,34,2023-08-31T05:42:31.078Z,34,0
1080,فن افزار,توسعه فن افزار توسن,6.92E+16,303,IRO3TOTZ0001,IRO3TOTZ0007,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:31.527Z,72,0
1082,قلرست,قند لرستان‌,5.68E+16,300,IRO1GLOR0001,IRO1GLOR0002,قند و شكر,38,2023-08-31T05:42:31.664Z,38,0
1084,دسبحا,گروه دارویی سبحان,4.36E+16,300,IRO1DSOB0001,IRO1DSOB0006,مواد و محصولات دارويي,43,2023-08-31T05:42:31.782Z,43,0
1100,کنور,توسعه معدنی و صنعتی صبانور,2.04E+16,300,IRO1KNRZ0001,IRO1KNRZ0001,استخراج كانه هاي فلزي,13,2023-08-31T05:42:32.873Z,13,0
1104,فلوله,لوله‌وماشین‌سازیایران‌,4.86E+16,300,IRO1LMIR0001,IRO1LMIR0002,فلزات اساسي,27,2023-08-31T05:42:33.147Z,27,0
1108,حخزر,کشتیرانی دریای خزر,2.83E+16,303,IRO3KHZZ0001,IRO3KHZZ0007,حمل و نقل آبي,61,2023-08-31T05:42:33.417Z,61,0
1110,وآذر,سرمایه‌گذاریتوسعه‌آذربایجان‌,1.36E+15,300,IRO1TAZB0001,IRO1TAZB0005,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:33.574Z,56,0
1112,جم2,پتروشیمی جم,1.06E+16,300,IRO1PJMZ0002,IRO1PJMZ0007,محصولات شيميايي,44,2023-08-31T05:42:33.731Z,44,0
1113,حپترو,حمل و نقل پتروشیمی( سهامی عام,1.64E+16,300,IRO1HJPT0001,IRO1HJPT0002,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:33.798Z,60,0
1115,لپیام,گسترش صنایع پیام,7.94E+14,309,IRO7PYAP0001,IRO7PYAP0008,ساخت دستگاه‌ها و وسايل ارتباطي,32,2023-08-31T05:42:33.942Z,32,0
1119,ساروج,بین المللی ساروج بوشهر,2.54E+16,303,IRO3SRBZ0001,IRO3SRBZ0005,"سيمان، آهك و گچ",53,2023-08-31T05:42:34.192Z,53,0
1121,بجهرم,توسعه مولد نیروگاهی جهرم,3.36E+16,303,IRO3JPPZ0001,IRO3JPPZ0002,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:34.339Z,40,0
1123,مرقام,ایران ارقام,2.50E+16,309,IRO7IAGM0001,IRO7IAGM0002,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:34.458Z,72,0
1125,بتک,کارخانجات کابل سازی تک‌,5.44E+16,309,IRO7KTAP0001,IRO7KTAP0000,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:34.609Z,31,0
1127,کسرا,سرامیک‌هایصنعتیاردکان‌,4.61E+15,300,IRO1ARDK0001,IRO1ARDK0002,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:34.756Z,54,0
1133,غشهد,شهد ایران ‌,2.05E+16,300,IRO1SHAD0001,IRO1SHAD0006,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:35.188Z,42,0
1135,خفناور,مهندسی صنعتی روان فن آور,5.82E+16,309,IRO7RFNZ0001,IRO7RFNZ0002,خودرو و ساخت قطعات,34,2023-08-31T05:42:35.305Z,34,0
1137,رتاپ,تجارت الکترونیک  پارسیان,4.10E+16,300,IRO1EPRS0001,IRO1EPRS0006,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:35.422Z,72,0
1139,کحافظ,کاشی وسرامیک‌ حافظ‌,3.23E+16,300,IRO1KHFZ0001,IRO1KHFZ0003,كاشي و سراميك,49,2023-08-31T05:42:35.578Z,49,0
1141,شیراز,پتروشیمیشیراز,3.86E+16,300,IRO1PSHZ0001,IRO1PSHZ0003,محصولات شيميايي,44,2023-08-31T05:42:35.700Z,44,0
1143,شخارک,پتروشیمی خارک‌,7.09E+16,300,IRO1PKHA0001,IRO1PKHA0000,محصولات شيميايي,44,2023-08-31T05:42:35.853Z,44,0
1149,خاور,ایران خودرو دیزل,4.93E+16,303,IRO3IKDP0001,IRO3IKDP0004,خودرو و ساخت قطعات,34,2023-08-31T05:42:36.318Z,34,0
1151,فزر,پویا زرکان آق دره,8.18E+15,303,IRO3PZAZ0001,IRO3PZAZ0009,استخراج كانه هاي فلزي,13,2023-08-31T05:42:36.441Z,13,0
1153,غدیس,پاکدیس,3.49E+15,303,IRO3PKDZ0001,IRO3PKDZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:36.561Z,42,0
1157,مفاخر,توسعه فناوری اطلاعات خوارزمی,4.25E+15,303,IRO3KARZ0001,IRO3KARZ0004,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:36.885Z,72,0
1159,شفارس,صنایع‌ شیمیایی فارس‌,4.38E+16,300,IRO1SHFS0001,IRO1SHFS0004,محصولات شيميايي,44,2023-08-31T05:42:37.028Z,44,0
1163,ولراز,لیزینگ رازی,1.29E+16,309,IRO7RAZP0001,IRO7RAZP0005,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:37.286Z,58,0
1167,آبین,کشت و صنعت آبشیرین,9.99E+15,309,IRO7ABYP0001,IRO7ABYP0004,زراعت و خدمات وابسته,1,2023-08-31T05:42:37.574Z,1,0
1169,شاملا,معدنی املاح‌  ایران‌,1.70E+16,300,IRO1AMLH0001,IRO1AMLH0002,محصولات شيميايي,44,2023-08-31T05:42:37.707Z,44,0
1171,وسدید,گروه ‌صنعتیسدید,4.17E+16,309,IRO7SDIP0001,IRO7SDIP0002,فلزات اساسي,27,2023-08-31T05:42:37.848Z,27,0
1173,درازی,پخش رازی,1.66E+16,303,IRO3PSRZ0001,IRO3PSRZ0009,مواد و محصولات دارويي,43,2023-08-31T05:42:37.981Z,43,0
1177,غدشت2,دشت‌ مرغاب‌,1.14E+16,300,IRO1DMOR0002,IRO1DMOR0004,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:38.243Z,42,0
1179,سغرب,سیمان‌غرب‌,5.22E+16,300,IRO1SGRB0001,IRO1SGRB0000,"سيمان، آهك و گچ",53,2023-08-31T05:42:38.407Z,53,0
1181,وتجارت2,بانک تجارت,2.51E+16,300,IRO1BTEJ0002,IRO1BTEJ0001,بانكها و موسسات اعتباري,57,2023-08-31T05:42:38.527Z,57,0
1185,چافست,افست‌,2.39E+16,300,IRO1OFST0001,IRO1OFST0004,"انتشار، چاپ و تكثير",22,2023-08-31T05:42:38.797Z,22,0
1193,غویتا,ویتانا,3.78E+16,303,IRO3VITZ0001,IRO3VITZ0001,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:39.392Z,42,0
1120,شملی,ملی شیمی کشاورز,5.59E+16,303,IRO3MECZ0001,IRO3MECZ0005,محصولات شيميايي,44,2023-08-31T05:42:34.283Z,44,0
1122,انتخاب,گروه انتخاب الکترونیک آرمان,1.02E+16,303,IRO3EELZ0001,IRO3EELZ0004,ماشين آلات و تجهيزات,29,2023-08-31T05:42:34.402Z,29,0
1124,وسین,بیمه سینا,5.66E+16,309,IRO7VSNP0001,IRO7VSNP0003,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:34.514Z,66,0
1126,کلر,کلر پارس,1.82E+15,303,IRO3CHPZ0001,IRO3CHPZ0009,محصولات شيميايي,44,2023-08-31T05:42:34.693Z,44,0
1130,شستان,پتروشیمی گلستان,3.17E+15,309,IRO7STNP0001,IRO7STNP0007,محصولات شيميايي,44,2023-08-31T05:42:34.956Z,44,0
1132,شیران,س. صنایع‌شیمیاییایران,3.58E+16,300,IRO1SSIN0001,IRO1SSIN0003,محصولات شيميايي,44,2023-08-31T05:42:35.119Z,44,0
1138,فولاد2,فولاد مبارکه اصفهان,6.19E+16,300,IRO1FOLD0002,IRO1FOLD0009,فلزات اساسي,27,2023-08-31T05:42:35.507Z,27,0
1142,فایرا,آلومینیوم‌ایران‌,6.50E+16,300,IRO1ALIR0001,IRO1ALIR0006,فلزات اساسي,27,2023-08-31T05:42:35.791Z,27,0
1144,شتهران,داروسازی تهران شیمی,3.10E+16,309,IRO7THSP0001,IRO7THSP0005,مواد و محصولات دارويي,43,2023-08-31T05:42:35.937Z,43,0
1146,شاروم,پتروشیمی ارومیه,3.41E+15,303,IRO3URPZ0001,IRO3URPZ0005,محصولات شيميايي,44,2023-08-31T05:42:36.083Z,44,0
1148,سمگا,گروه سرمایه گذاری میراث فرهنگی,4.67E+16,303,IRO3IMFZ0001,IRO3IMFZ0008,هتل و رستوران,55,2023-08-31T05:42:36.230Z,55,0
1150,نطرین,عطرین نخ قم,6.47E+16,303,IRO3ANQZ0001,IRO3ANQZ0002,منسوجات,17,2023-08-31T05:42:36.382Z,17,0
1154,سیلام,سیمان‌ ایلام‌,1.46E+16,300,IRO1SEIL0001,IRO1SEIL0001,"سيمان، آهك و گچ",53,2023-08-31T05:42:36.667Z,53,0
1156,سمازن,سیمان‌مازندران‌,3.38E+16,300,IRO1SMAZ0001,IRO1SMAZ0003,"سيمان، آهك و گچ",53,2023-08-31T05:42:36.812Z,53,0
1158,تکمبا,کمباین‌ سازی ایران‌,3.07E+16,300,IRO1COMB0001,IRO1COMB0003,ماشين آلات و تجهيزات,29,2023-08-31T05:42:36.948Z,29,0
1160,بالاس,مهندسی ساختمان تاسیسات راه آهن,8.65E+15,303,IRO3BLSZ0001,IRO3BLSZ0001,پيمانكاري صنعتي,45,2023-08-31T05:42:37.100Z,45,0
1162,وملت,سرمایه گذاری ملت,1.01E+16,309,IRO7MIVP0001,IRO7MIVP0006,سرمايه گذاريها,56,2023-08-31T05:42:37.229Z,56,0
1168,زاگرس,پتروشیمی زاگرس,1.32E+16,303,IRO3PZGZ0001,IRO3PZGZ0003,محصولات شيميايي,44,2023-08-31T05:42:37.648Z,44,0
1172,شساخت,مهندسی و ساختمان صنایع نفت,1.53E+16,309,IRO7OECP0001,IRO7OECP0001,استخراج نفت گاز و خدمات جنبي جز اكتشاف,11,2023-08-31T05:42:37.911Z,11,0
1182,ونیکی,سرمایه‌گذاری ملیایران‌,2.53E+16,300,IRO1NIKI0001,IRO1NIKI0003,شركتهاي چند رشته اي صنعتي,39,2023-08-31T05:42:38.597Z,39,0
1184,خشرق,الکتریک‌ خودرو شرق‌,6.39E+16,300,IRO1KHSH0001,IRO1KHSH0000,خودرو و ساخت قطعات,34,2023-08-31T05:42:38.740Z,34,0
1188,کگهر,سنگ آهن گهرزمین,3.07E+16,303,IRO3GZIZ0001,IRO3GZIZ0002,استخراج كانه هاي فلزي,13,2023-08-31T05:42:39.021Z,13,0
1192,فسبزوار,پارس فولاد سبزوار,3.73E+16,300,IRO1FSBZ0001,IRO1FSBZ0001,فلزات اساسي,27,2023-08-31T05:42:39.303Z,27,0
1194,ارفع,شرکت آهن و فولاد ارفع,5.93E+16,303,IRO3ARFZ0001,IRO3ARFZ0001,فلزات اساسي,27,2023-08-31T05:42:39.452Z,27,0
1198,خکاوه,سایپا دیزل,6.48E+16,309,IRO7SDLP0001,IRO7SDLP0007,خودرو و ساخت قطعات,34,2023-08-31T05:42:39.698Z,34,0
1200,ملت,بیمه ملت,1.36E+16,300,IRO1BMEL0001,IRO1BMEL0004,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:39.814Z,66,0
1205,حآسا,آسیا سیر ارس,4.46E+16,303,IRO3ASAZ0001,IRO3ASAZ0005,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:40.332Z,60,0
1207,شتران,پالایش نفت تهران,5.16E+16,300,IRO1PTEH0001,IRO1PTEH0007,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:40.495Z,23,0
1209,ساینا,صنایع بهداشتی ساینا,6.43E+16,303,IRO3SYNZ0001,IRO3SYNZ0002,محصولات شيميايي,44,2023-08-31T05:42:40.648Z,44,0
1211,وفتخار,سرمایه گذاری افتخار سهام,2.71E+16,309,IRO7EFSP0001,IRO7EFSP0004,سرمايه گذاريها,56,2023-08-31T05:42:40.770Z,56,0
1213,واعتبار,سرمایه گذاری اعتبار ایران,4.78E+16,300,IRO1IDOC0001,IRO1IDOC0007,سرمايه گذاريها,56,2023-08-31T05:42:40.947Z,56,0
1223,شکربن,کربن‌ ایران‌,2.73E+16,300,IRO1CRBN0001,IRO1CRBN0009,محصولات شيميايي,44,2023-08-31T05:42:41.774Z,44,0
1225,والماس,س. الماس حکمت ایرانیان,3.63E+16,303,IRO3AHIZ0001,IRO3AHIZ0000,سرمايه گذاريها,56,2023-08-31T05:42:41.924Z,56,0
1227,دالبر,البرزدارو,6.05E+16,300,IRO1DALZ0001,IRO1DALZ0001,مواد و محصولات دارويي,43,2023-08-31T05:42:42.082Z,43,0
1229,نوین,بیمه نوین,5.99E+16,303,IRO3BNOP0001,IRO3BNOP0005,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:42.447Z,66,0
1235,تفیرو,مهندسی فیروزا,4.51E+16,309,IRO7FROP0001,IRO7FROP0003,ماشين آلات و تجهيزات,29,2023-08-31T05:42:42.975Z,29,0
1237,حکشتی2,کشتیرانی جمهوری اسلامی ایران,9.09E+15,300,IRO1KSHJ0002,IRO1KSHJ0008,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:43.087Z,60,0
1239,سامان,بانک سامان,3.82E+16,309,IRO7BSAP0001,IRO7BSAP0002,بانكها و موسسات اعتباري,57,2023-08-31T05:42:43.211Z,57,0
1243,پردیس,سرمایه گذاری پردیس,1.50E+16,300,IRO1AYEG0001,IRO1AYEG0008,سرمايه گذاريها,56,2023-08-31T05:42:43.494Z,56,0
1245,بنو,بیمه تجارت نو,5.45E+16,303,IRO3TNIZ0001,IRO3TNIZ0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:43.663Z,66,0
1247,وهور,مدیریت انرژی امید  تابان هور,2.52E+16,303,IRO3HORZ0001,IRO3HORZ0003,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:43.813Z,40,0
1253,واحیا,م .صنایع و معادن احیاء سپاهان,1.73E+16,309,IRO7VHYP0001,IRO7VHYP0003,سرمايه گذاريها,56,2023-08-31T05:42:44.216Z,56,0
1257,وساخت,سرمایه‌ گذاری ساختمان‌ایران‌,2.55E+16,300,IRO1SAKH0001,IRO1SAKH0007,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:44.729Z,70,0
1259,دارو,کارخانجات‌داروپخش‌,6.80E+16,300,IRO1DPAK0001,IRO1DPAK0004,مواد و محصولات دارويي,43,2023-08-31T05:42:44.886Z,43,0
1261,آریا,پلیمر آریا ساسول,5.51E+16,303,IRO3APOZ0001,IRO3APOZ0002,محصولات شيميايي,44,2023-08-31T05:42:45.015Z,44,0
1263,تاتمس,کارخانجات صنعتی وتولیدی اتمسفر,3.55E+16,309,IRO7ATMP0001,IRO7ATMP0008,ماشين آلات و تجهيزات,29,2023-08-31T05:42:45.176Z,29,0
1267,ورنا,سرمایه‌گذاری رنا(هلدینگ‌,7.39E+15,300,IRO1RENA0001,IRO1RENA0008,خودرو و ساخت قطعات,34,2023-08-31T05:42:45.512Z,34,0
1273,قنیشا,قند  نیشابور,6.34E+16,300,IRO1GNBO0001,IRO1GNBO0008,قند و شكر,38,2023-08-31T05:42:45.861Z,38,0
1275,وطوبی,سرمایه گذاری اقتصاد شهر طوبی,3.96E+15,303,IRO3TOIZ0001,IRO3TOIZ0000,سرمايه گذاريها,56,2023-08-31T05:42:45.989Z,56,0
1279,خبهمن,گروه‌بهمن‌,2.68E+16,300,IRO1BHMN0001,IRO1BHMN0009,خودرو و ساخت قطعات,34,2023-08-31T05:42:46.304Z,34,0
1281,آسیا,بیمه آسیا,5.11E+16,300,IRO1ASIA0001,IRO1ASIA0008,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:46.494Z,66,0
1206,شبندر2,پالایش نفت بندرعباس,5.12E+16,300,IRO1PNBA0002,IRO1PNBA0003,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:40.434Z,23,0
1208,کقزوی,شیشه‌ قزوین‌,6.35E+16,309,IRO7SHQP0001,IRO7SHQP0008,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:40.588Z,54,0
1212,وپاسار2,بانک  پاسارگاد,1.28E+16,300,IRO1BPAS0002,IRO1BPAS0008,بانكها و موسسات اعتباري,57,2023-08-31T05:42:40.836Z,57,0
1220,دلقما,دارویی لقمان‌,2.92E+16,300,IRO1DLGM0001,IRO1DLGM0000,مواد و محصولات دارويي,43,2023-08-31T05:42:41.561Z,43,0
1222,شراز,پالایش نفت شیراز,1.40E+16,300,IRO1PRZZ0001,IRO1PRZZ0002,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:41.687Z,23,0
1226,کباده,تولید خاک نسوزاستقلال آباده,5.60E+16,309,IRO7KBDP0001,IRO7KBDP0007,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:41.984Z,54,0
1238,رفاه,فروشگاه های زنجیره ای رفاه,3.34E+16,309,IRO7REFP0001,IRO7REFP0005,"خرده فروشي،باستثناي وسايل نقليه موتوري",47,2023-08-31T05:42:43.140Z,47,0
1244,فارس2,صنایع پتروشیمی خلیج فارس,4.15E+16,300,IRO1PKLJ0002,IRO1PKLJ0005,محصولات شيميايي,44,2023-08-31T05:42:43.594Z,44,0
1248,خوساز,محورسازان‌ایران‌خودرو,3.19E+16,300,IRO1MESI0001,IRO1MESI0000,خودرو و ساخت قطعات,34,2023-08-31T05:42:43.873Z,34,0
1252,غکورش,صنعت غذایی کورش,6.24E+16,300,IRO1KRSH0001,IRO1KRSH0008,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:44.134Z,42,0
1254,فجام,جام‌دارو,3.08E+16,300,IRO1JAMD0001,IRO1JAMD0000,ساخت محصولات فلزي,28,2023-08-31T05:42:44.303Z,28,0
1260,شلیا,شرکت مواد ویژه لیا,2.60E+16,309,IRO7LIAZ0001,IRO7LIAZ0000,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:44.950Z,54,0
1264,وشمال,س. چشم انداز توسعه شمال,9.76E+15,309,IRO7SHOP0001,IRO7SHOP0000,سرمايه گذاريها,56,2023-08-31T05:42:45.259Z,56,0
1270,قچار,فراوردههای غذایی وقند چهارمحال,2.36E+16,303,IRO3CHRZ0001,IRO3CHRZ0007,قند و شكر,38,2023-08-31T05:42:45.691Z,38,0
1272,کیسون,شرکت کیسون,5.00E+16,309,IRO7KSNP0001,IRO7KSNP0006,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:45.804Z,70,0
1278,وامین,س. امین توان آفرین ساز,2.38E+16,309,IRO7ATAP0001,IRO7ATAP0002,سرمايه گذاريها,56,2023-08-31T05:42:46.217Z,56,0
1282,غشاذر,پگاه‌آذربایجان‌غربی,5.99E+16,300,IRO1SHPZ0001,IRO1SHPZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:46.553Z,42,0
1286,رنیک,جنرال مکانیک,3.39E+16,303,IRO3GEMZ0001,IRO3GEMZ0001,خدمات فني و مهندسي,74,2023-08-31T05:42:46.869Z,74,0
1288,وسپه,سرمایه‌گذاری سپه‌,2.33E+15,300,IRO1SPAH0001,IRO1SPAH0002,سرمايه گذاريها,56,2023-08-31T05:42:47.021Z,56,0
1285,شبهرن2,نفت‌ بهران‌,2.85E+16,300,IRO1NBEH0002,IRO1NBEH0009,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:46.789Z,23,0
1295,فتوسا,تولید و توسعه سرب روی ایرانیان,5.54E+16,303,IRO3ILZZ0001,IRO3ILZZ0005,فلزات اساسي,27,2023-08-31T05:42:47.491Z,27,0
1297,توسن,توسعه سامانه ی نرم افزاری نگین,6.63E+16,303,IRO3TOSZ0001,IRO3TOSZ0008,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:47.914Z,72,0
1299,شاراک,پتروشیمی شازند,7.71E+15,300,IRO1PARK0001,IRO1PARK0008,محصولات شيميايي,44,2023-08-31T05:42:48.047Z,44,0
1301,اوان,مبین وان کیش,6.98E+16,303,IRO3MOBZ0001,IRO3MOBZ0004,اطلاعات و ارتباطات,73,2023-08-31T05:42:48.193Z,73,0
1303,غگل,گلوکوزان‌,2.23E+16,300,IRO1GCOZ0001,IRO1GCOZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:48.343Z,42,0
1305,ویسا,سرمایه گذاری ایساتیس پویا,6.95E+16,309,IRO7ISTP0001,IRO7ISTP0004,سرمايه گذاريها,56,2023-08-31T05:42:48.508Z,56,0
1315,آباد,توریستی ورفاهی آبادگران ایران,5.96E+16,300,IRO1ABAD0001,IRO1ABAD0002,هتل و رستوران,55,2023-08-31T05:42:49.181Z,55,0
1319,شکف,کف,5.86E+16,309,IRO7KAFP0001,IRO7KAFP0006,محصولات شيميايي,44,2023-08-31T05:42:49.432Z,44,0
1323,لطیف,محصولات کاغذی لطیف,1.64E+16,303,IRO3LPCZ0001,IRO3LPCZ0003,محصولات كاغذي,21,2023-08-31T05:42:49.718Z,21,0
1325,تپسی,پیشگامان فن آوری و دانش آرامیس,3.84E+15,303,IRO3TASZ0001,IRO3TASZ0004,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:49.878Z,72,0
1333,کی بی سی,شرکت کی بی سی,6.30E+16,303,IRO3KBCZ0001,IRO3KBCZ0000,مواد و محصولات دارويي,43,2023-08-31T05:42:50.564Z,43,0
1337,سصفها,سیمان‌اصفهان‌,1.06E+16,300,IRO1SEFH0001,IRO1SEFH0000,"سيمان، آهك و گچ",53,2023-08-31T05:42:50.854Z,53,0
1341,قشهد,شهد,3.76E+16,300,IRO1GHND0001,IRO1GHND0005,قند و شكر,38,2023-08-31T05:42:51.162Z,38,0
1343,وفتخار2,سرمایه گذاری افتخار سهام,4.63E+16,309,IRO7EFSP0002,IRO7EFSP0004,سرمايه گذاريها,56,2023-08-31T05:42:51.274Z,56,0
1345,زپارس,ملی کشت و صنعت و دامپروری پارس,3.34E+16,300,IRO1ZPRS0001,IRO1ZPRS0001,زراعت و خدمات وابسته,1,2023-08-31T05:42:51.407Z,1,0
1351,خلنت,لنت‌ ترمزایران‌,1.50E+16,300,IRO1LENT0001,IRO1LENT0003,خودرو و ساخت قطعات,34,2023-08-31T05:42:51.844Z,34,0
1353,بایکا,کارخانجات کابلسازی ‌ایران‌,2.39E+16,309,IRO7KBLP0001,IRO7KBLP0007,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:52.041Z,31,0
1355,وپست2,پست بانک ایران,7.37E+15,300,IRO1BPST0002,IRO1BPST0007,بانكها و موسسات اعتباري,57,2023-08-31T05:42:52.162Z,57,0
1357,فخوز,فولاد  خوزستان,2.89E+16,300,IRO1FKHZ0001,IRO1FKHZ0003,فلزات اساسي,27,2023-08-31T05:42:52.309Z,27,0
1361,فرآور,فرآوریموادمعدنیایران‌,4.09E+14,300,IRO1FRVR0001,IRO1FRVR0008,فلزات اساسي,27,2023-08-31T05:42:52.559Z,27,0
1367,حگردش,ریل گردش ایرانیان,5.33E+16,309,IRO7RGIP0001,IRO7RGIP0000,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:52.930Z,60,0
1296,ولیز,لیزینگ ایران,5.68E+16,309,IRO7LZIN0001,IRO7LZIN0005,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:47.823Z,58,0
1298,بکاب,صنایع‌جوشکاب‌یزد,7.02E+16,300,IRO1JOSH0001,IRO1JOSH0004,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:47.973Z,31,0
1304,تشتاد,صنایع تولیدی اشتاد ایران‌,6.61E+16,309,IRO7ESHP0001,IRO7ESHP0002,خودرو و ساخت قطعات,34,2023-08-31T05:42:48.426Z,34,0
1306,وتوسم,سرمایه‌گذاریتوسعه‌ملی,1.75E+16,300,IRO1TMEL0001,IRO1TMEL0004,سرمايه گذاريها,56,2023-08-31T05:42:48.577Z,56,0
1314,آرمان,بیمه آرمان,3.87E+16,309,IRO7ARMP0001,IRO7ARMP0000,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:49.121Z,66,0
1316,خمحرکه,نیرو محرکه‌,3.94E+16,300,IRO1NMOH0001,IRO1NMOH0004,خودرو و ساخت قطعات,34,2023-08-31T05:42:49.238Z,34,0
1322,مدیریت,س. و خدمات مدیریت صند. ب کشوری,1.25E+16,303,IRO3ISMZ0001,IRO3ISMZ0003,سرمايه گذاريها,56,2023-08-31T05:42:49.662Z,56,0
1324,کبافق,معادن‌ بافق‌,4.33E+16,300,IRO1BAFG0001,IRO1BAFG0004,استخراج كانه هاي فلزي,13,2023-08-31T05:42:49.819Z,13,0
1326,چدن,تولیدی چدن سازان,1.23E+16,300,IRO1CHDN0001,IRO1CHDN0009,ساخت محصولات فلزي,28,2023-08-31T05:42:49.934Z,28,0
1328,دلر,داروسازی اکسیر,4.38E+15,300,IRO1EXIR0001,IRO1EXIR0008,مواد و محصولات دارويي,43,2023-08-31T05:42:50.089Z,43,0
1330,فروی,ذوب روی اصفهان,3.00E+16,303,IRO3IZSZ0001,IRO3IZSZ0008,فلزات اساسي,27,2023-08-31T05:42:50.232Z,27,0
1334,ولپارس,لیزینگ پارسیان,4.82E+16,300,IRO1LPRS0001,IRO1LPRS0007,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:50.650Z,58,0
1336,ولصنم,لیزینگ‌صنعت‌ومعدن‌,7.17E+16,300,IRO1LSMD0001,IRO1LSMD0006,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:50.796Z,58,0
1338,غنوش,نوش‌ مازندران‌,4.86E+16,300,IRO1NOSH0001,IRO1NOSH0008,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:50.911Z,42,0
1346,دزهراوی,داروسازیزهراوی,8.92E+15,300,IRO1DZAH0001,IRO1DZAH0007,مواد و محصولات دارويي,43,2023-08-31T05:42:51.492Z,43,0
1350,مادیرا,صنایع مادیران,1.59E+16,303,IRO3IOMZ0001,IRO3IOMZ0007,توليد محصولات كامپيوتري الكترونيكي ونوري,26,2023-08-31T05:42:51.769Z,26,0
1356,خمهر,مهرکام‌پارس‌,1.73E+16,300,IRO1MHKM0001,IRO1MHKM0009,خودرو و ساخت قطعات,34,2023-08-31T05:42:52.225Z,34,0
1360,مداران,داده‌پردازیایران‌,6.60E+16,300,IRO1DADE0001,IRO1DADE0006,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:52.502Z,72,0
1362,دکیمی,کیمیدارو,2.00E+16,300,IRO1KIMI0001,IRO1KIMI0004,مواد و محصولات دارويي,43,2023-08-31T05:42:52.618Z,43,0
